collection_id,application_id,collection_agent,collection_date,outstanding_amount,collection_status,collection_mode,promise_to_pay_date,settlement_amount,settlement_status,follow_up_count,last_follow_up_date,remarks
COL10924,APP11017,Vikramaditya Singh (Internal),2025-08-17,14994.28,Unreachable,Tele-calling,,,Pending,2,2025-08-16,Borrower unreachable on registered phone number. Escalated to field team.
COL10925,APP12997,Suresh Kumar (Field Specialist),2025-07-26,77820.68,Settled,Tele-calling,2025-07-11,46981.3,Waived Off,4,2025-07-17,Loan settled at ₹46981.3 under Waived Off arrangement.
COL10926,APP11988,Zenith Financial Recovery,2024-06-27,379367.64,Legal Action Initiated,Digital Reminder,,,Rejected,8,2024-06-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10927,APP11815,Meenakshi Sundaram (Legal Agent),2024-08-09,24489.07,Contacted,Field Visit,,,Pending,10,2024-08-06,Customer contacted via Field Visit. Payment request sent.
COL10928,APP11737,Suresh Kumar (Field Specialist),2025-08-30,31417.3,Settled,Legal Notice,2025-08-23,19515.54,Full Settlement,3,2025-08-27,Loan settled at ₹19515.54 under Full Settlement arrangement.
COL10929,APP12192,Meenakshi Sundaram (Legal Agent),2025-04-15,104914.96,Legal Action Initiated,Digital Reminder,,,Rejected,10,2025-04-07,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10930,APP11367,Vikramaditya Singh (Internal),2024-06-09,39423.85,Settled,Digital Reminder,2024-05-25,25649.56,Waived Off,9,2024-05-31,Loan settled at ₹25649.56 under Waived Off arrangement.
COL10931,APP12144,Suresh Kumar (Field Specialist),2024-12-23,77644.82,Contacted,WhatsApp Bot,,,Pending,11,2024-12-20,Customer contacted via WhatsApp Bot. Payment request sent.
COL10932,APP12556,Prudence Resolution Services,2025-09-22,42026.16,Repossession Pending,Field Visit,,,Pending,10,2025-09-17,Asset recovery team assigned for asset repossession proceedings.
COL10933,APP10108,Prudence Resolution Services,2025-09-09,12773.16,Settled,WhatsApp Bot,2025-09-01,10519.57,Full Settlement,1,2025-09-02,Loan settled at ₹10519.57 under Full Settlement arrangement.
COL10934,APP10913,Zenith Financial Recovery,2025-05-06,23509.58,Promise to Pay,WhatsApp Bot,2025-05-15,,Pending,12,2025-04-30,Borrower promised to pay ₹23509.58 by 2025-05-15.
COL10935,APP11470,Vikramaditya Singh (Internal),2025-12-21,37246.18,Settled,Tele-calling,2025-12-12,24881.98,Partial Settlement,2,2025-12-19,Loan settled at ₹24881.98 under Partial Settlement arrangement.
COL10936,APP10805,Rajesh Sharma (Internal),2025-02-24,90046.11,Promise to Pay,Tele-calling,2025-03-09,,Pending,12,2025-02-22,Borrower promised to pay ₹90046.11 by 2025-03-09.
COL10937,APP12689,Priya Deshmukh (Internal),2024-09-12,8265.1,Promise to Pay,Field Visit,2024-09-19,,Pending,1,2024-09-02,Borrower promised to pay ₹8265.1 by 2024-09-19.
COL10938,APP12865,Anita Roy (Internal),2025-06-17,35825.1,Promise to Pay,Legal Notice,2025-07-06,,Pending,11,2025-06-15,Borrower promised to pay ₹35825.1 by 2025-07-06.
COL10939,APP10875,Anita Roy (Internal),2024-12-12,22976.32,Promise to Pay,Tele-calling,2024-12-27,,Pending,4,2024-12-04,Borrower promised to pay ₹22976.32 by 2024-12-27.
COL10940,APP12237,Prudence Resolution Services,2024-07-18,18028.95,Unreachable,WhatsApp Bot,,,Pending,10,2024-07-09,Borrower unreachable on registered phone number. Escalated to field team.
COL10941,APP11977,Suresh Kumar (Field Specialist),2025-03-14,80926.39,Promise to Pay,Legal Notice,2025-04-01,,Pending,3,2025-03-06,Borrower promised to pay ₹80926.39 by 2025-04-01.
COL10942,APP10129,Anita Roy (Internal),2025-07-03,38196.49,Repossession Pending,Digital Reminder,,,Pending,11,2025-06-25,Asset recovery team assigned for asset repossession proceedings.
COL10943,APP12237,Zenith Financial Recovery,2025-11-21,8822.1,Unreachable,WhatsApp Bot,,,Pending,12,2025-11-14,Borrower unreachable on registered phone number. Escalated to field team.
COL10944,APP11168,Zenith Financial Recovery,2026-01-19,148593.57,Legal Action Initiated,Legal Notice,,,Rejected,11,2026-01-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10945,APP11266,Priya Deshmukh (Internal),2025-04-10,25456.18,Unreachable,Field Visit,,,Pending,7,2025-04-04,Borrower unreachable on registered phone number. Escalated to field team.
COL10946,APP12258,Prudence Resolution Services,2025-03-30,18259.12,Legal Action Initiated,Legal Notice,,,Rejected,8,2025-03-22,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10947,APP10998,Priya Deshmukh (Internal),2025-08-11,75446.27,Contacted,WhatsApp Bot,,,Pending,8,2025-08-04,Customer contacted via WhatsApp Bot. Payment request sent.
COL10948,APP12341,Vanguard Legal & Recovery Services,2024-12-01,27532.23,Unreachable,Legal Notice,,,Pending,8,2024-11-28,Borrower unreachable on registered phone number. Escalated to field team.
COL10949,APP10536,Anita Roy (Internal),2025-12-12,67118.09,Contacted,Legal Notice,,,Pending,11,2025-12-11,Customer contacted via Legal Notice. Payment request sent.
COL10950,APP12810,Priya Deshmukh (Internal),2024-12-23,9930.29,Contacted,Tele-calling,,,Pending,6,2024-12-20,Customer contacted via Tele-calling. Payment request sent.
COL10951,APP12311,Apex Recovery Agency,2025-03-09,35755.06,Repossession Pending,Legal Notice,,,Pending,4,2025-02-28,Asset recovery team assigned for asset repossession proceedings.
COL10952,APP10692,Suresh Kumar (Field Specialist),2025-05-21,20874.33,Contacted,Legal Notice,,,Pending,7,2025-05-15,Customer contacted via Legal Notice. Payment request sent.
COL10953,APP12638,Zenith Financial Recovery,2025-01-01,315702.79,Promise to Pay,WhatsApp Bot,2025-01-20,,Pending,8,2024-12-29,Borrower promised to pay ₹315702.79 by 2025-01-20.
COL10954,APP11635,Zenith Financial Recovery,2024-12-10,116948.7,Settled,Digital Reminder,2024-12-02,88587.49,Partial Settlement,7,2024-12-04,Loan settled at ₹88587.49 under Partial Settlement arrangement.
COL10955,APP11530,Rajesh Sharma (Internal),2024-06-10,60709.76,Promise to Pay,Legal Notice,2024-06-24,,Pending,8,2024-05-31,Borrower promised to pay ₹60709.76 by 2024-06-24.
COL10956,APP10426,Priya Deshmukh (Internal),2025-12-03,54984.13,Unreachable,Digital Reminder,,,Pending,5,2025-11-28,Borrower unreachable on registered phone number. Escalated to field team.
COL10957,APP12273,Meenakshi Sundaram (Legal Agent),2025-05-05,47271.43,Promise to Pay,Tele-calling,2025-05-20,,Pending,10,2025-04-25,Borrower promised to pay ₹47271.43 by 2025-05-20.
COL10958,APP10488,Priya Deshmukh (Internal),2024-09-20,33757.11,Contacted,Digital Reminder,,,Pending,6,2024-09-11,Customer contacted via Digital Reminder. Payment request sent.
COL10959,APP11120,Apex Recovery Agency,2024-07-03,213897.66,Promise to Pay,Tele-calling,2024-07-21,,Pending,12,2024-06-24,Borrower promised to pay ₹213897.66 by 2024-07-21.
COL10960,APP10590,Vikramaditya Singh (Internal),2024-12-28,91275.23,Contacted,Field Visit,,,Pending,4,2024-12-24,Customer contacted via Field Visit. Payment request sent.
COL10961,APP12186,Anita Roy (Internal),2025-05-01,42930.87,Contacted,Digital Reminder,,,Pending,7,2025-04-25,Customer contacted via Digital Reminder. Payment request sent.
COL10962,APP12258,Anita Roy (Internal),2025-07-04,30338.27,Legal Action Initiated,Field Visit,,,Rejected,4,2025-07-02,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10963,APP10652,Apex Recovery Agency,2026-01-10,32525.78,Repossession Pending,Digital Reminder,,,Pending,5,2026-01-01,Asset recovery team assigned for asset repossession proceedings.
COL10964,APP10922,Suresh Kumar (Field Specialist),2025-08-31,27888.45,Settled,Digital Reminder,2025-08-17,21865.93,Full Settlement,2,2025-08-25,Loan settled at ₹21865.93 under Full Settlement arrangement.
COL10965,APP11587,Zenith Financial Recovery,2025-09-11,43997.64,Legal Action Initiated,Digital Reminder,,,Rejected,6,2025-09-07,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10966,APP11627,Meenakshi Sundaram (Legal Agent),2025-08-17,77314.45,Unreachable,Field Visit,,,Pending,8,2025-08-11,Borrower unreachable on registered phone number. Escalated to field team.
COL10967,APP10494,Meenakshi Sundaram (Legal Agent),2024-11-09,177732.9,Unreachable,Tele-calling,,,Pending,5,2024-10-30,Borrower unreachable on registered phone number. Escalated to field team.
COL10968,APP10791,Apex Recovery Agency,2025-10-19,53654.88,Repossession Pending,Tele-calling,,,Pending,7,2025-10-11,Asset recovery team assigned for asset repossession proceedings.
COL10969,APP10290,Prudence Resolution Services,2025-07-25,51270.32,Contacted,Tele-calling,,,Pending,8,2025-07-23,Customer contacted via Tele-calling. Payment request sent.
COL10970,APP12727,Priya Deshmukh (Internal),2025-09-16,18499.22,Contacted,WhatsApp Bot,,,Pending,7,2025-09-11,Customer contacted via WhatsApp Bot. Payment request sent.
COL10971,APP11411,Priya Deshmukh (Internal),2024-10-18,29309.89,Contacted,Digital Reminder,,,Pending,6,2024-10-08,Customer contacted via Digital Reminder. Payment request sent.
COL10972,APP12785,Zenith Financial Recovery,2025-08-23,5391.55,Contacted,Digital Reminder,,,Pending,3,2025-08-16,Customer contacted via Digital Reminder. Payment request sent.
COL10973,APP10538,Vikramaditya Singh (Internal),2024-10-06,59331.66,Contacted,Field Visit,,,Pending,9,2024-09-30,Customer contacted via Field Visit. Payment request sent.
COL10974,APP12331,Anita Roy (Internal),2024-11-30,30338.4,Repossession Pending,Tele-calling,,,Pending,4,2024-11-30,Asset recovery team assigned for asset repossession proceedings.
COL10975,APP11876,Priya Deshmukh (Internal),2025-11-18,23416.85,Repossession Pending,Digital Reminder,,,Pending,11,2025-11-08,Asset recovery team assigned for asset repossession proceedings.
COL10976,APP10663,Vanguard Legal & Recovery Services,2025-06-22,10955.82,Unreachable,Legal Notice,,,Pending,4,2025-06-19,Borrower unreachable on registered phone number. Escalated to field team.
COL10977,APP11001,Priya Deshmukh (Internal),2024-06-15,10466.68,Contacted,Field Visit,,,Pending,6,2024-06-12,Customer contacted via Field Visit. Payment request sent.
COL10978,APP10294,Priya Deshmukh (Internal),2025-07-31,60665.95,Repossession Pending,Tele-calling,,,Pending,9,2025-07-30,Asset recovery team assigned for asset repossession proceedings.
COL10979,APP12546,Prudence Resolution Services,2025-12-07,123411.59,Repossession Pending,WhatsApp Bot,,,Pending,7,2025-12-01,Asset recovery team assigned for asset repossession proceedings.
COL10980,APP11027,Priya Deshmukh (Internal),2025-07-17,20202.15,Contacted,Field Visit,,,Pending,11,2025-07-12,Customer contacted via Field Visit. Payment request sent.
COL10981,APP12638,Vanguard Legal & Recovery Services,2025-03-13,151297.71,Unreachable,Field Visit,,,Pending,11,2025-03-04,Borrower unreachable on registered phone number. Escalated to field team.
COL10982,APP10036,Rajesh Sharma (Internal),2025-10-25,21439.45,Promise to Pay,Tele-calling,2025-11-02,,Pending,2,2025-10-17,Borrower promised to pay ₹21439.45 by 2025-11-02.
COL10983,APP11101,Anita Roy (Internal),2024-10-15,37523.36,Settled,WhatsApp Bot,2024-09-30,26689.93,Waived Off,6,2024-10-13,Loan settled at ₹26689.93 under Waived Off arrangement.
COL10984,APP12043,Anita Roy (Internal),2025-06-27,28858.49,Contacted,Legal Notice,,,Pending,9,2025-06-17,Customer contacted via Legal Notice. Payment request sent.
COL10985,APP12761,Suresh Kumar (Field Specialist),2024-10-06,33307.36,Repossession Pending,WhatsApp Bot,,,Pending,5,2024-10-03,Asset recovery team assigned for asset repossession proceedings.
COL10986,APP11075,Priya Deshmukh (Internal),2025-03-31,9969.32,Contacted,WhatsApp Bot,,,Pending,4,2025-03-29,Customer contacted via WhatsApp Bot. Payment request sent.
COL10987,APP11013,Priya Deshmukh (Internal),2025-08-29,84092.76,Promise to Pay,Tele-calling,2025-09-05,,Pending,12,2025-08-24,Borrower promised to pay ₹84092.76 by 2025-09-05.
COL10988,APP10882,Prudence Resolution Services,2025-03-23,36092.25,Legal Action Initiated,Tele-calling,,,Rejected,1,2025-03-20,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL10989,APP10188,Prudence Resolution Services,2025-02-10,10218.96,Promise to Pay,Field Visit,2025-02-25,,Pending,11,2025-02-07,Borrower promised to pay ₹10218.96 by 2025-02-25.
COL10990,APP10554,Prudence Resolution Services,2025-10-17,25223.53,Unreachable,Field Visit,,,Pending,2,2025-10-14,Borrower unreachable on registered phone number. Escalated to field team.
COL10991,APP11390,Vikramaditya Singh (Internal),2024-12-27,11615.55,Promise to Pay,Field Visit,2025-01-01,,Pending,4,2024-12-19,Borrower promised to pay ₹11615.55 by 2025-01-01.
COL10992,APP11720,Zenith Financial Recovery,2024-11-28,138372.9,Promise to Pay,Legal Notice,2024-12-10,,Pending,10,2024-11-25,Borrower promised to pay ₹138372.9 by 2024-12-10.
COL10993,APP12655,Meenakshi Sundaram (Legal Agent),2025-10-06,145864.52,Repossession Pending,Digital Reminder,,,Pending,2,2025-10-01,Asset recovery team assigned for asset repossession proceedings.
COL10994,APP10124,Vanguard Legal & Recovery Services,2025-08-18,20103.32,Unreachable,Field Visit,,,Pending,3,2025-08-11,Borrower unreachable on registered phone number. Escalated to field team.
COL10995,APP11894,Vanguard Legal & Recovery Services,2026-01-31,78593.62,Contacted,Digital Reminder,,,Pending,9,2026-01-29,Customer contacted via Digital Reminder. Payment request sent.
COL10996,APP12465,Vikramaditya Singh (Internal),2025-06-20,51986.33,Unreachable,Legal Notice,,,Pending,9,2025-06-11,Borrower unreachable on registered phone number. Escalated to field team.
COL10997,APP12396,Anita Roy (Internal),2024-12-12,172161.1,Promise to Pay,Legal Notice,2024-12-31,,Pending,1,2024-12-12,Borrower promised to pay ₹172161.1 by 2024-12-31.
COL10998,APP12237,Zenith Financial Recovery,2025-06-18,19014.41,Unreachable,Digital Reminder,,,Pending,7,2025-06-11,Borrower unreachable on registered phone number. Escalated to field team.
COL10999,APP12525,Meenakshi Sundaram (Legal Agent),2024-10-06,20383.81,Unreachable,Tele-calling,,,Pending,7,2024-09-27,Borrower unreachable on registered phone number. Escalated to field team.
COL11000,APP11654,Priya Deshmukh (Internal),2025-05-23,42936.5,Settled,Digital Reminder,2025-05-08,31294.83,Waived Off,9,2025-05-16,Loan settled at ₹31294.83 under Waived Off arrangement.
COL11001,APP10899,Vanguard Legal & Recovery Services,2025-06-06,21212.71,Repossession Pending,Digital Reminder,,,Pending,11,2025-05-27,Asset recovery team assigned for asset repossession proceedings.
COL11002,APP12803,Vikramaditya Singh (Internal),2025-02-16,25073.12,Legal Action Initiated,Legal Notice,,,Rejected,4,2025-02-07,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11003,APP11996,Rajesh Sharma (Internal),2025-07-13,452279.99,Contacted,Tele-calling,,,Pending,12,2025-07-04,Customer contacted via Tele-calling. Payment request sent.
COL11004,APP10848,Suresh Kumar (Field Specialist),2025-04-06,19364.45,Unreachable,Field Visit,,,Pending,9,2025-03-29,Borrower unreachable on registered phone number. Escalated to field team.
COL11005,APP10221,Meenakshi Sundaram (Legal Agent),2024-08-31,129381.4,Repossession Pending,Legal Notice,,,Pending,2,2024-08-21,Asset recovery team assigned for asset repossession proceedings.
COL11006,APP12540,Vikramaditya Singh (Internal),2025-04-12,48846.63,Repossession Pending,Legal Notice,,,Pending,1,2025-04-10,Asset recovery team assigned for asset repossession proceedings.
COL11007,APP11800,Rajesh Sharma (Internal),2025-08-01,59448.97,Contacted,Tele-calling,,,Pending,11,2025-07-28,Customer contacted via Tele-calling. Payment request sent.
COL11008,APP11242,Vikramaditya Singh (Internal),2025-10-12,53598.24,Settled,Field Visit,2025-10-06,42797.24,Partial Settlement,3,2025-10-04,Loan settled at ₹42797.24 under Partial Settlement arrangement.
COL11009,APP10559,Vikramaditya Singh (Internal),2024-12-14,30780.16,Contacted,Field Visit,,,Pending,5,2024-12-08,Customer contacted via Field Visit. Payment request sent.
COL11010,APP11803,Meenakshi Sundaram (Legal Agent),2025-06-22,20868.38,Repossession Pending,Tele-calling,,,Pending,2,2025-06-18,Asset recovery team assigned for asset repossession proceedings.
COL11011,APP11722,Prudence Resolution Services,2024-09-12,40040.46,Legal Action Initiated,Tele-calling,,,Rejected,1,2024-09-12,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11012,APP11116,Rajesh Sharma (Internal),2024-06-08,18584.97,Contacted,WhatsApp Bot,,,Pending,7,2024-05-30,Customer contacted via WhatsApp Bot. Payment request sent.
COL11013,APP12575,Apex Recovery Agency,2025-05-11,316999.75,Unreachable,Digital Reminder,,,Pending,6,2025-05-01,Borrower unreachable on registered phone number. Escalated to field team.
COL11014,APP10206,Prudence Resolution Services,2024-07-29,65304.66,Settled,Field Visit,2024-07-23,49626.43,Full Settlement,6,2024-07-24,Loan settled at ₹49626.43 under Full Settlement arrangement.
COL11015,APP10962,Vikramaditya Singh (Internal),2025-02-10,8588.87,Legal Action Initiated,Tele-calling,,,Rejected,6,2025-02-03,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11016,APP11224,Suresh Kumar (Field Specialist),2025-04-26,32098.5,Repossession Pending,Digital Reminder,,,Pending,1,2025-04-16,Asset recovery team assigned for asset repossession proceedings.
COL11017,APP10805,Rajesh Sharma (Internal),2025-07-15,130069.13,Repossession Pending,Legal Notice,,,Pending,12,2025-07-06,Asset recovery team assigned for asset repossession proceedings.
COL11018,APP10788,Prudence Resolution Services,2024-09-11,234769.07,Unreachable,Digital Reminder,,,Pending,12,2024-09-05,Borrower unreachable on registered phone number. Escalated to field team.
COL11019,APP12134,Meenakshi Sundaram (Legal Agent),2026-01-07,19289.19,Repossession Pending,Field Visit,,,Pending,12,2025-12-30,Asset recovery team assigned for asset repossession proceedings.
COL11020,APP11958,Vikramaditya Singh (Internal),2025-12-14,19463.87,Contacted,Digital Reminder,,,Pending,8,2025-12-12,Customer contacted via Digital Reminder. Payment request sent.
COL11021,APP11192,Anita Roy (Internal),2024-11-22,203060.93,Repossession Pending,Digital Reminder,,,Pending,11,2024-11-21,Asset recovery team assigned for asset repossession proceedings.
COL11022,APP11111,Vanguard Legal & Recovery Services,2025-06-28,60720.55,Promise to Pay,Tele-calling,2025-07-09,,Pending,5,2025-06-25,Borrower promised to pay ₹60720.55 by 2025-07-09.
COL11023,APP11197,Anita Roy (Internal),2025-05-07,71323.49,Legal Action Initiated,Field Visit,,,Rejected,4,2025-04-28,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11024,APP11032,Prudence Resolution Services,2025-12-28,463136.23,Repossession Pending,Digital Reminder,,,Pending,7,2025-12-25,Asset recovery team assigned for asset repossession proceedings.
COL11025,APP10468,Apex Recovery Agency,2026-01-28,96730.17,Settled,Tele-calling,2026-01-14,62351.89,Partial Settlement,4,2026-01-27,Loan settled at ₹62351.89 under Partial Settlement arrangement.
COL11026,APP11590,Vanguard Legal & Recovery Services,2025-12-01,51297.19,Repossession Pending,WhatsApp Bot,,,Pending,4,2025-11-25,Asset recovery team assigned for asset repossession proceedings.
COL11027,APP10773,Prudence Resolution Services,2026-01-26,66754.25,Repossession Pending,Legal Notice,,,Pending,4,2026-01-25,Asset recovery team assigned for asset repossession proceedings.
COL11028,APP12964,Rajesh Sharma (Internal),2025-03-31,14075.08,Unreachable,WhatsApp Bot,,,Pending,4,2025-03-24,Borrower unreachable on registered phone number. Escalated to field team.
COL11029,APP10363,Vikramaditya Singh (Internal),2024-07-06,64042.66,Settled,WhatsApp Bot,2024-06-27,60623.89,Waived Off,10,2024-07-01,Loan settled at ₹60623.89 under Waived Off arrangement.
COL11030,APP10135,Apex Recovery Agency,2025-03-26,255786.01,Unreachable,WhatsApp Bot,,,Pending,12,2025-03-20,Borrower unreachable on registered phone number. Escalated to field team.
COL11031,APP11882,Prudence Resolution Services,2025-01-17,85910.03,Repossession Pending,Field Visit,,,Pending,12,2025-01-17,Asset recovery team assigned for asset repossession proceedings.
COL11032,APP12875,Zenith Financial Recovery,2024-11-11,229113.78,Settled,Digital Reminder,2024-10-31,171343.45,Partial Settlement,1,2024-11-03,Loan settled at ₹171343.45 under Partial Settlement arrangement.
COL11033,APP12774,Prudence Resolution Services,2025-03-17,23687.01,Unreachable,Digital Reminder,,,Pending,12,2025-03-14,Borrower unreachable on registered phone number. Escalated to field team.
COL11034,APP10456,Vanguard Legal & Recovery Services,2024-07-26,43219.79,Promise to Pay,Tele-calling,2024-08-12,,Pending,12,2024-07-22,Borrower promised to pay ₹43219.79 by 2024-08-12.
COL11035,APP12210,Meenakshi Sundaram (Legal Agent),2024-10-27,165633.51,Unreachable,Field Visit,,,Pending,4,2024-10-24,Borrower unreachable on registered phone number. Escalated to field team.
COL11036,APP12996,Rajesh Sharma (Internal),2024-10-30,17822.27,Repossession Pending,Legal Notice,,,Pending,7,2024-10-24,Asset recovery team assigned for asset repossession proceedings.
COL11037,APP12331,Rajesh Sharma (Internal),2024-07-24,61684.1,Settled,Tele-calling,2024-07-09,49821.47,Partial Settlement,2,2024-07-16,Loan settled at ₹49821.47 under Partial Settlement arrangement.
COL11038,APP11226,Vanguard Legal & Recovery Services,2025-04-06,183019.63,Contacted,Field Visit,,,Pending,12,2025-03-28,Customer contacted via Field Visit. Payment request sent.
COL11039,APP12541,Vanguard Legal & Recovery Services,2025-03-09,466878.98,Unreachable,Tele-calling,,,Pending,11,2025-02-27,Borrower unreachable on registered phone number. Escalated to field team.
COL11040,APP11297,Prudence Resolution Services,2025-11-04,34639.79,Contacted,Tele-calling,,,Pending,4,2025-11-04,Customer contacted via Tele-calling. Payment request sent.
COL11041,APP10071,Apex Recovery Agency,2025-08-19,21439.6,Legal Action Initiated,Tele-calling,,,Rejected,5,2025-08-10,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11042,APP10924,Anita Roy (Internal),2025-12-03,132178.37,Contacted,Legal Notice,,,Pending,3,2025-11-27,Customer contacted via Legal Notice. Payment request sent.
COL11043,APP11894,Vanguard Legal & Recovery Services,2024-08-05,79482.9,Legal Action Initiated,WhatsApp Bot,,,Rejected,9,2024-07-27,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11044,APP11565,Anita Roy (Internal),2024-12-02,49834.74,Repossession Pending,Field Visit,,,Pending,1,2024-11-24,Asset recovery team assigned for asset repossession proceedings.
COL11045,APP12370,Prudence Resolution Services,2024-11-13,12490.56,Contacted,Tele-calling,,,Pending,2,2024-11-05,Customer contacted via Tele-calling. Payment request sent.
COL11046,APP12652,Rajesh Sharma (Internal),2025-12-10,20040.8,Contacted,Tele-calling,,,Pending,3,2025-12-04,Customer contacted via Tele-calling. Payment request sent.
COL11047,APP10865,Priya Deshmukh (Internal),2025-03-28,80326.19,Contacted,Legal Notice,,,Pending,11,2025-03-20,Customer contacted via Legal Notice. Payment request sent.
COL11048,APP11297,Vikramaditya Singh (Internal),2025-05-27,76268.09,Unreachable,WhatsApp Bot,,,Pending,10,2025-05-19,Borrower unreachable on registered phone number. Escalated to field team.
COL11049,APP11572,Priya Deshmukh (Internal),2024-12-10,96813.43,Repossession Pending,Tele-calling,,,Pending,3,2024-12-06,Asset recovery team assigned for asset repossession proceedings.
COL11050,APP12779,Vikramaditya Singh (Internal),2024-10-10,38692.83,Legal Action Initiated,WhatsApp Bot,,,Rejected,12,2024-10-01,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11051,APP11668,Anita Roy (Internal),2024-11-15,28206.4,Settled,WhatsApp Bot,2024-11-09,23602.66,Partial Settlement,7,2024-11-08,Loan settled at ₹23602.66 under Partial Settlement arrangement.
COL11052,APP10017,Suresh Kumar (Field Specialist),2024-12-15,49829.27,Contacted,Field Visit,,,Pending,12,2024-12-10,Customer contacted via Field Visit. Payment request sent.
COL11053,APP10272,Suresh Kumar (Field Specialist),2025-08-19,10535.5,Promise to Pay,WhatsApp Bot,2025-08-29,,Pending,7,2025-08-19,Borrower promised to pay ₹10535.5 by 2025-08-29.
COL11054,APP12431,Apex Recovery Agency,2024-08-07,14955.56,Legal Action Initiated,Tele-calling,,,Rejected,6,2024-07-28,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11055,APP12146,Prudence Resolution Services,2025-03-08,51721.16,Settled,Legal Notice,2025-02-25,37886.85,Full Settlement,1,2025-03-07,Loan settled at ₹37886.85 under Full Settlement arrangement.
COL11056,APP11774,Anita Roy (Internal),2025-10-15,24045.97,Legal Action Initiated,Field Visit,,,Rejected,2,2025-10-07,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11057,APP12330,Meenakshi Sundaram (Legal Agent),2024-07-20,109225.97,Legal Action Initiated,Legal Notice,,,Rejected,3,2024-07-15,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11058,APP12618,Vikramaditya Singh (Internal),2025-12-17,124820.59,Repossession Pending,Legal Notice,,,Pending,10,2025-12-11,Asset recovery team assigned for asset repossession proceedings.
COL11059,APP11040,Meenakshi Sundaram (Legal Agent),2024-11-07,24631.62,Settled,Field Visit,2024-10-31,19671.95,Partial Settlement,11,2024-11-05,Loan settled at ₹19671.95 under Partial Settlement arrangement.
COL11060,APP11234,Rajesh Sharma (Internal),2025-08-03,21963.43,Repossession Pending,Legal Notice,,,Pending,12,2025-07-27,Asset recovery team assigned for asset repossession proceedings.
COL11061,APP11119,Zenith Financial Recovery,2025-08-13,117389.17,Unreachable,Legal Notice,,,Pending,9,2025-08-10,Borrower unreachable on registered phone number. Escalated to field team.
COL11062,APP12542,Anita Roy (Internal),2024-08-21,144228.94,Unreachable,Legal Notice,,,Pending,2,2024-08-18,Borrower unreachable on registered phone number. Escalated to field team.
COL11063,APP12871,Vikramaditya Singh (Internal),2025-10-18,21309.36,Contacted,WhatsApp Bot,,,Pending,1,2025-10-12,Customer contacted via WhatsApp Bot. Payment request sent.
COL11064,APP11539,Vikramaditya Singh (Internal),2025-11-28,129412.63,Unreachable,Digital Reminder,,,Pending,12,2025-11-27,Borrower unreachable on registered phone number. Escalated to field team.
COL11065,APP10328,Rajesh Sharma (Internal),2025-08-10,23885.15,Promise to Pay,WhatsApp Bot,2025-08-24,,Pending,12,2025-08-02,Borrower promised to pay ₹23885.15 by 2025-08-24.
COL11066,APP11806,Suresh Kumar (Field Specialist),2025-11-19,57423.72,Contacted,WhatsApp Bot,,,Pending,4,2025-11-17,Customer contacted via WhatsApp Bot. Payment request sent.
COL11067,APP12611,Prudence Resolution Services,2025-10-21,19644.57,Legal Action Initiated,Field Visit,,,Rejected,7,2025-10-19,Section 25 / NI Act 138 legal notice issued for persistent loan default.
COL11068,APP11102,Anita Roy (Internal),2024-09-29,7398.68,Repossession Pending,Legal Notice,,,Pending,5,2024-09-25,Asset recovery team assigned for asset repossession proceedings.
COL11069,APP11768,Apex Recovery Agency,2025-07-09,23024.01,Promise to Pay,Legal Notice,2025-07-28,,Pending,4,2025-07-05,Borrower promised to pay ₹23024.01 by 2025-07-28.
COL11070,APP11561,Zenith Financial Recovery,2025-09-15,15339.54,Unreachable,WhatsApp Bot,,,Pending,6,2025-09-11,Borrower unreachable on registered phone number. Escalated to field team.
COL11071,APP12349,Anita Roy (Internal),2025-05-30,144435.49,Settled,Tele-calling,2025-05-19,96647.64,Partial Settlement,1,2025-05-29,Loan settled at ₹96647.64 under Partial Settlement arrangement.
COL11072,APP11067,Suresh Kumar (Field Specialist),2024-11-07,56066.47,Unreachable,Field Visit,,,Pending,11,2024-11-03,Borrower unreachable on registered phone number. Escalated to field team.
COL11073,APP12078,Zenith Financial Recovery,2024-12-04,22696.83,Settled,Digital Reminder,2024-11-28,18831.51,Partial Settlement,9,2024-11-30,Loan settled at ₹18831.51 under Partial Settlement arrangement.
